video_id,publishedAt,channelId,title,description,thumbnails.default.url,thumbnails.default.width,thumbnails.default.height,thumbnails.medium.url,thumbnails.medium.width,thumbnails.medium.height,thumbnails.high.url,thumbnails.high.width,thumbnails.high.height,channelTitle,liveBroadcastContent,publishTime
Hh0ioHFszOo,2019-10-03T11:02:30Z,UC6IbXmy2zEeqS7XB0f1z-Uw,Gojek Bangalore office tour,"Welcome to Gojek's Bangalore office! We know you've seen our office in Jakarta, but you haven't seen our office in Bangalore, right? We occupy 3 floors of a ...",https://i.ytimg.com/vi/Hh0ioHFszOo/default.jpg,120,90,https://i.ytimg.com/vi/Hh0ioHFszOo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Hh0ioHFszOo/hqdefault.jpg,480,360,Life at Gojek,none,2019-10-03T11:02:30Z
U-6abjz9DHc,2019-04-30T03:04:05Z,UCKCCWhzBKhkw5dOA_fSV87A,Episode 1: GOJEK&#39;s Growing Pains Of Becoming A Decacorn,The debut of Nadiem's brain-child takes a different tune on the highlights and lowlights of 'unicorns' in Asia.This episode sees the founders discuss the ...,https://i.ytimg.com/vi/U-6abjz9DHc/default.jpg,120,90,https://i.ytimg.com/vi/U-6abjz9DHc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/U-6abjz9DHc/hqdefault.jpg,480,360,GO FIGURE BY GOJEK,none,2019-04-30T03:04:05Z
Tn4MGnTkF8c,2019-02-11T04:21:27Z,UC6IbXmy2zEeqS7XB0f1z-Uw,GOJEK. A Super App.,A Super App is many apps within an umbrella app. It's an Operating System that unbundles the tyranny of apps. It's a portal to the internet for a mobile-first ...,https://i.ytimg.com/vi/Tn4MGnTkF8c/default.jpg,120,90,https://i.ytimg.com/vi/Tn4MGnTkF8c/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Tn4MGnTkF8c/hqdefault.jpg,480,360,Life at Gojek,none,2019-02-11T04:21:27Z
ssGhuFOYqvw,2019-12-13T11:02:18Z,UCoUxsWakJucWg46KW5RsvPw,Gojek and Grab: the rise of the south-east Asian super app | FT,They started out as Uber copycats but Grab and Gojek have transformed everyday life for Indonesians with their payment technology. Mercedes Ruehl looks at ...,https://i.ytimg.com/vi/ssGhuFOYqvw/default.jpg,120,90,https://i.ytimg.com/vi/ssGhuFOYqvw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ssGhuFOYqvw/hqdefault.jpg,480,360,Financial Times,none,2019-12-13T11:02:18Z
9oFEupLJjcY,2020-11-05T02:59:01Z,UCLn6Gn7QX3iLedzRpXSc2rA,Hack akun gojek gopaetner yg gagu jadi gacor,Apk mod gopartner gojek.,https://i.ytimg.com/vi/9oFEupLJjcY/default.jpg,120,90,https://i.ytimg.com/vi/9oFEupLJjcY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/9oFEupLJjcY/hqdefault.jpg,480,360,Bobo online,none,2020-11-05T02:59:01Z
UVGvNGiNyQ4,2020-10-02T05:36:10Z,UCk9atH5zNNqCHVbwmT5G9RQ,"Quy Trình Đăng Kí GOJEK Chi Tiết, Ngày Kiếm 500k-900k -Tuấn Panda-",Hello! Các bạn hãy ủng hộ mình bằng cách nhấn Like và Đăng Kí Kênh để ủng hộ mình ra thêm video nhé!! Cảm ơn các bạn rất nhiều Và đừng quên bấm ...,https://i.ytimg.com/vi/UVGvNGiNyQ4/default.jpg,120,90,https://i.ytimg.com/vi/UVGvNGiNyQ4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/UVGvNGiNyQ4/hqdefault.jpg,480,360,Tuấn Panda,none,2020-10-02T05:36:10Z
H_i_tp2nMCY,2020-08-05T03:59:25Z,UCQ1mr5sIb3AZ6aNpZFJwOcg,Gojek - Phiêu nhịp sống,"Với Gojek, không có gì có thể ngăn cản bạn tận hưởng nhịp sống của mình! #PhieuNhipSong Tải ngay Gojek trên kho ứng dụng App Store/Google Play Store: ...",https://i.ytimg.com/vi/H_i_tp2nMCY/default.jpg,120,90,https://i.ytimg.com/vi/H_i_tp2nMCY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/H_i_tp2nMCY/hqdefault.jpg,480,360,Gojek Vietnam,none,2020-08-05T03:59:25Z
QOnTUiG4-0g,2020-10-21T11:20:09Z,UCPE0WMKntdPnnTyMHBX7Ymw,Trải nghiệm : 1 ngày chạy xe ôm công nghệ ( gojek) sẽ như thế nào ? - cái kết về Thu nhập.,"1 ngày Duy được trải nghiệm thực tế công việc chạy xe ôm công nghệ ( hãng gojek). Thấy được những vất vả, nguy hiểm của công việc này ( tai nạn , cướp, ...",https://i.ytimg.com/vi/QOnTUiG4-0g/default.jpg,120,90,https://i.ytimg.com/vi/QOnTUiG4-0g/mqdefault.jpg,320,180,https://i.ytimg.com/vi/QOnTUiG4-0g/hqdefault.jpg,480,360,Ba Duy,none,2020-10-21T11:20:09Z
deIGUF9ckaI,2019-10-17T08:16:54Z,UC6IbXmy2zEeqS7XB0f1z-Uw,How Gojek Tech Hires an Engineer,"Pallavi Jain, Gojek Tech Recruiter, explains the complete steps of how we hire an engineer at Gojek. From CV reviews to interviews, Pallavi will give you a peek ...",https://i.ytimg.com/vi/deIGUF9ckaI/default.jpg,120,90,https://i.ytimg.com/vi/deIGUF9ckaI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/deIGUF9ckaI/hqdefault.jpg,480,360,Life at Gojek,none,2019-10-17T08:16:54Z
pv2rO6U6QAY,2020-08-09T01:30:01Z,UCuQJbcrNnIMAV-kF8nUaqTw,GOJEK Việt Nam: &quot;Đứng trên vai siêu kỳ lân Đông Nam Á để trở thành siêu ứng dụng tại Việt Nam!&quot;,"GOJEK Việt Nam: ""Đứng trên vai siêu kỳ lân Đông Nam Á để trở thành siêu ứng dụng tại Việt Nam!"" Từ ngày 05/08/20, ứng dụng Goviet sẽ chính thức chuyển ...",https://i.ytimg.com/vi/pv2rO6U6QAY/default.jpg,120,90,https://i.ytimg.com/vi/pv2rO6U6QAY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/pv2rO6U6QAY/hqdefault.jpg,480,360,HTV CafeTek,none,2020-08-09T01:30:01Z
7kGWKLfY85M,2019-12-24T10:52:33Z,UC6IbXmy2zEeqS7XB0f1z-Uw,What in the World is Gojek?,"Gojek does so many things in one app, sometimes even we lose track of the products and services on the app. Explaining what we do is hard, because no one ...",https://i.ytimg.com/vi/7kGWKLfY85M/default.jpg,120,90,https://i.ytimg.com/vi/7kGWKLfY85M/mqdefault.jpg,320,180,https://i.ytimg.com/vi/7kGWKLfY85M/hqdefault.jpg,480,360,Life at Gojek,none,2019-12-24T10:52:33Z
etTUigri5Ys,2020-10-07T23:00:12Z,UCk1v3FzlMu3r34LYgoHpH2w,สัมภาษณ์ผู้ก่อตั้ง Gojek “เราไม่เชื่อเรื่องสงครามเผาเงิน” | The Secret Sauce EP.298,GET ทำการรีแบรนด์ครั้งใหญ่โดยเปลี่ยนชื่อเป็นบริษัทแม่อย่าง Gojek สมรภูมิการแข่งขันของ Super App ที่ให้บริการส่งของ การเดินทาง และ Food Delivery จะดุเดือดขึ้นเพียงใด ...,https://i.ytimg.com/vi/etTUigri5Ys/default.jpg,120,90,https://i.ytimg.com/vi/etTUigri5Ys/mqdefault.jpg,320,180,https://i.ytimg.com/vi/etTUigri5Ys/hqdefault.jpg,480,360,THE STANDARD,none,2020-10-07T23:00:12Z
How3F7Cc1dc,2018-09-24T05:18:37Z,UCBjyytWm3Je_cCFRojlYoow,"Gojek Vlog Episode 001 | Jadi pacar sementara, mau?","Gojek Vlog Episode 001 | Jadi pacar sementara, mau? Kira2 bakal nolak ga guys.. klo driver nya sudah punya pacar atau pendamping ... hehehe langsung aja ...",https://i.ytimg.com/vi/How3F7Cc1dc/default.jpg,120,90,https://i.ytimg.com/vi/How3F7Cc1dc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/How3F7Cc1dc/hqdefault.jpg,480,360,X RADAR,none,2018-09-24T05:18:37Z
YyNrgZSYY9c,2019-07-08T02:00:00Z,UCKCCWhzBKhkw5dOA_fSV87A,Episode 9: GOJEK’s Growth Dilemma,What does it mean to grow a business in the tech space and what are the common misconceptions and difficulties when it comes to scaling a company for ...,https://i.ytimg.com/vi/YyNrgZSYY9c/default.jpg,120,90,https://i.ytimg.com/vi/YyNrgZSYY9c/mqdefault.jpg,320,180,https://i.ytimg.com/vi/YyNrgZSYY9c/hqdefault.jpg,480,360,GO FIGURE BY GOJEK,none,2019-07-08T02:00:00Z
3kwDW8-6cTE,2020-10-20T12:00:00Z,UCTYp4Y-uxVf0Yqc9pGyDm7g,ขับ Gojek วันแรกได้เงินเท่าไหร่ ?,gojek #โกเจค #Gojekมือใหม่ ติดต่องานที่ Line:1nakub(ติดต่องานเท่านั้น) Facebook ของผม : http://bit.ly/33hSSo2 Facebook กลุ่ม : http://bit.ly/2T9fODt ดูคลิปมือใหม่หัดขับ ...,https://i.ytimg.com/vi/3kwDW8-6cTE/default.jpg,120,90,https://i.ytimg.com/vi/3kwDW8-6cTE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3kwDW8-6cTE/hqdefault.jpg,480,360,หนึ่ง นะครับ,none,2020-10-20T12:00:00Z
w_Kc13JHvUI,2020-10-08T06:36:13Z,UCORwVnph7TK6rmyKozkV8_g,CEO Gojek Việt Nam nghĩ gì về &#39;màu sắc mới&#39; của Gojek | Podcast Vietnam Innovators #1,"Tại Việt Nam, Gojek có mạng lưới gồm 150000 tài xế và 80000 mặt hàng đang phục vụ hàng triệu người dùng, gần đây đã nhận được rất nhiều sự quan tâm ...",https://i.ytimg.com/vi/w_Kc13JHvUI/default.jpg,120,90,https://i.ytimg.com/vi/w_Kc13JHvUI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/w_Kc13JHvUI/hqdefault.jpg,480,360,Vietcetera,none,2020-10-08T06:36:13Z
QXhM2oGJWR4,2020-10-05T14:02:13Z,UCyQobySFx_h9oFwsBV0KGdg,"Trải nghiệm Gojek: gọi nhiều đơn hàng cùng lúc, chia sẻ hình ảnh với tài xế",Mình đã trải nghiệm Gojek liên tục 2 tuần qua. Hôm nay mình sẽ chia sẻ với anh em trải nghiệm của mình về ứng dụng gọi xe này. Về cơ bản thì Gojek hiện có 3 ...,https://i.ytimg.com/vi/QXhM2oGJWR4/default.jpg,120,90,https://i.ytimg.com/vi/QXhM2oGJWR4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/QXhM2oGJWR4/hqdefault.jpg,480,360,Tinh tế,none,2020-10-05T14:02:13Z
5D-h9UkoFBw,2020-11-03T17:40:35Z,UCgWbR0oBtzJYuhJoCaoLJNQ,4 RUMUS GOJEK GACOR BIAR GOPARTNER DICARI ORDERAN,Lagu & Lirik : Raka Vokal : Raka Bising Musik : NcS GassPremium TRIK 4 RUMUS GOJEK GACOR BIAR GOPARTNER DICARI ORDERAN ADA MULAI MENIT ...,https://i.ytimg.com/vi/5D-h9UkoFBw/default.jpg,120,90,https://i.ytimg.com/vi/5D-h9UkoFBw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/5D-h9UkoFBw/hqdefault.jpg,480,360,Gass Premium,none,2020-11-03T17:40:35Z
boPj8HAKBmU,2020-10-10T11:00:18Z,UCHUCLdmigjQKIH3d9aWRMZA,Gojek đăng ký có ổn không ? Vấn đề quang trọng khi đăng ký xe ôm công nghệ. ssn,gojek#xeomcongnghe#ssn Gojek là một thương hiệu xe ôm công nghệ đã có mặt rất lâu từ một số nước châu á. Hiện tại mới có mặt tại việt nam là một nền tản ...,https://i.ytimg.com/vi/boPj8HAKBmU/default.jpg,120,90,https://i.ytimg.com/vi/boPj8HAKBmU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/boPj8HAKBmU/hqdefault.jpg,480,360,SSN,none,2020-10-10T11:00:18Z
_V4gaSkualE,2020-01-17T13:15:12Z,UCgqAMw2V_Ddy4SfmovUTh8Q,Tes KEJUJURAN Kirim UANG 100 JUTA Pake GOJEK! SAYA BERIKAN MOTOR BARU KARENA JUJUR,ORDER MY MERCHANDISE: https://www.instagram.com/hjr.store FOLLOW MY INSTAGRAM: https://www.instagram.com/hasanjr11 VIDEOGRAPHER: ...,https://i.ytimg.com/vi/_V4gaSkualE/default.jpg,120,90,https://i.ytimg.com/vi/_V4gaSkualE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/_V4gaSkualE/hqdefault.jpg,480,360,hasanjr11,none,2020-01-17T13:15:12Z
viUwhsB00i8,2019-07-22T15:19:37Z,UCmlKSK0OKn_B3oPwElW4n5w,Gojek Mempersembahkan: Cerdikiawan,Cer·di·ki·a·wan adalah; Mereka yang berkarya dengan kecerdikan~ Mereka yang melampaui batas dengan akal~ Mereka yang......... (lihat sendiri di video ...,https://i.ytimg.com/vi/viUwhsB00i8/default.jpg,120,90,https://i.ytimg.com/vi/viUwhsB00i8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/viUwhsB00i8/hqdefault.jpg,480,360,Gojek Indonesia,none,2019-07-22T15:19:37Z
yAau-AbmT3c,2020-05-10T06:00:18Z,UCUeD4yNpYQhAywtH8ijEOEw,"Viral !!! Wanita ini di serbu order fiktif, driver gojek  berdatangan membawa pesanan","Kisah seorang wanita yang di serbu orderan food mengatasnamankan dirinya telah viral, banyak driver berdatangan. . . Dia pun tak tahan menahan tangis ...",https://i.ytimg.com/vi/yAau-AbmT3c/default.jpg,120,90,https://i.ytimg.com/vi/yAau-AbmT3c/mqdefault.jpg,320,180,https://i.ytimg.com/vi/yAau-AbmT3c/hqdefault.jpg,480,360,Rama putra Holland,none,2020-05-10T06:00:18Z
edfyWYdTlUw,2020-10-03T11:00:15Z,UC6DPIDUMqqVjr105idZDngA,Gojek và em gái Hạ Long thích xa nhà !! | ngày đầu chạy Gojek của Xế Top Một,Gojek và em gái Hạ Long thích xa nhà !! | ngày đầu chạy Gojek của Xế Top Một Chạy Gojek nhiều gái xinh lắm anh em ạ =)) -Link đăng ký Gojek (chỉ anh em Hà ...,https://i.ytimg.com/vi/edfyWYdTlUw/default.jpg,120,90,https://i.ytimg.com/vi/edfyWYdTlUw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/edfyWYdTlUw/hqdefault.jpg,480,360,Xế Top Một,none,2020-10-03T11:00:15Z
ERUuV9z_orA,2020-07-17T10:00:49Z,UCzwytnAtK-ImRW0T4V0PkXQ,Hé Lộ Lí Do Gojek &#39;Xóa Tên&#39; Thương Hiệu GoViet | TIN NÓNG KINH DOANH,"TOMATO VIỆT NAM - Sản xuất và phân phối kem, sữa chua trân châu, sữa chua dẻo, bột làm kem tươi chuyên cho ngành F&B hàng đầu Việt Nam! • Hãy truy ...",https://i.ytimg.com/vi/ERUuV9z_orA/default.jpg,120,90,https://i.ytimg.com/vi/ERUuV9z_orA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ERUuV9z_orA/hqdefault.jpg,480,360,Độc Đáo TV,none,2020-07-17T10:00:49Z
i52nqMTS1yg,2020-08-07T05:02:39Z,UCQ1mr5sIb3AZ6aNpZFJwOcg,Gojek - Phiêu nhịp sống (30s),"Với Gojek, không có gì có thể ngăn cản bạn tận hưởng nhịp sống của mình! #PhieuNhipSong Tải ngay Gojek trên kho ứng dụng App Store/Google Play Store: ...",https://i.ytimg.com/vi/i52nqMTS1yg/default.jpg,120,90,https://i.ytimg.com/vi/i52nqMTS1yg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/i52nqMTS1yg/hqdefault.jpg,480,360,Gojek Vietnam,none,2020-08-07T05:02:39Z
tiItABwobQo,2020-10-17T12:15:03Z,UC6DPIDUMqqVjr105idZDngA,"Chọn Be , GoJek hay Grab ?","Chọn Be , GoJek hay Grab ? Ứng dụng nào đang là ứng dụng tốt nhất hiện nay anh em nhỉ ? -Kênh xế xịn(Tài xế BE): ...",https://i.ytimg.com/vi/tiItABwobQo/default.jpg,120,90,https://i.ytimg.com/vi/tiItABwobQo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/tiItABwobQo/hqdefault.jpg,480,360,Xế Top Một,none,2020-10-17T12:15:03Z
Io9oqJ-TfXE,2020-09-17T11:00:42Z,UCHUCLdmigjQKIH3d9aWRMZA,Gojek chạy 4 giờ bao nhiêu tiền . ssn,"gojek#ssn Chào mọi người. Mình tham gia grab vào tháng 8 năm 2015, thời điểm đó Grab không mặc đồng phục. Nói vậy để các bạn hiểu mình chạy bao lâu ...",https://i.ytimg.com/vi/Io9oqJ-TfXE/default.jpg,120,90,https://i.ytimg.com/vi/Io9oqJ-TfXE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Io9oqJ-TfXE/hqdefault.jpg,480,360,SSN,none,2020-09-17T11:00:42Z
A4J2D3c3HrY,2020-09-13T07:30:00Z,UCDzhFuVYou1D8w1ABZo3b9A,Gojek Interview Experience | Open Source | Importance of GSOC,In this video i discuss Gojek Interview experiences. Gojek is a company which unlike all other companies focuses on Developer profile of a person rather than ...,https://i.ytimg.com/vi/A4J2D3c3HrY/default.jpg,120,90,https://i.ytimg.com/vi/A4J2D3c3HrY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/A4J2D3c3HrY/hqdefault.jpg,480,360,Luv,none,2020-09-13T07:30:00Z
D6gRksncVYk,2020-10-30T12:00:04Z,UCTYp4Y-uxVf0Yqc9pGyDm7g,ขั้นตอนการสมัคร Gojek มือใหม่,Gojek #Gofood #โกเจค #Gojekมือใหม่ ติดต่องานที่ Line:1nakub(ติดต่องานเท่านั้น) Facebook ของผม : http://bit.ly/33hSSo2 Facebook กลุ่ม : http://bit.ly/2T9fODt ...,https://i.ytimg.com/vi/D6gRksncVYk/default.jpg,120,90,https://i.ytimg.com/vi/D6gRksncVYk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/D6gRksncVYk/hqdefault.jpg,480,360,หนึ่ง นะครับ,none,2020-10-30T12:00:04Z
jKkAHGsnwrM,2020-11-02T08:48:31Z,UCgrbjnczqwIHtSkzGEPgnrQ,CARA SETTING HP GOJEK BIAR ORDERAN CEPAT MASUK,Cara setting hp biar orderan cepat masuk dan enteng mendapatkan orderan #gojekgacor #gopartner #setting gojek Tag video: cara setting gojek gacor cara ...,https://i.ytimg.com/vi/jKkAHGsnwrM/default.jpg,120,90,https://i.ytimg.com/vi/jKkAHGsnwrM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/jKkAHGsnwrM/hqdefault.jpg,480,360,zhai nove,none,2020-11-02T08:48:31Z
zjo2cKioqjM,2020-09-02T02:00:04Z,UCVn1GkE01gZAW5VF91XOGeg,#50 Chạy 1 cuốc giao food Gojek như thế nào?!,Gojekvietnam - Các bước cơ bản để hoàn thành 1 đơn hàng Gofood mong rằng video clip sẽ giúp ích cho anh em. Nếu anh em có thắc mắc gì để lại nhận xét ...,https://i.ytimg.com/vi/zjo2cKioqjM/default.jpg,120,90,https://i.ytimg.com/vi/zjo2cKioqjM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/zjo2cKioqjM/hqdefault.jpg,480,360,Tin Tin Driver Vlog,none,2020-09-02T02:00:04Z
qgIAjhqlZZc,2020-11-04T13:21:44Z,UCbmcFCvmAIyWyjEaMLspbHA,"Online 3 Aplikasi, Selama 4 Jam (Gojek vs Maxim vs Indrive)",Bagaimana hasilnya jika Online 3 Aplikasi selama 4 Jam Ojek Online?? Untuk Pemesanan Holder langsung kontak WA: 087805933355 #Maxim #Gojek ...,https://i.ytimg.com/vi/qgIAjhqlZZc/default.jpg,120,90,https://i.ytimg.com/vi/qgIAjhqlZZc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/qgIAjhqlZZc/hqdefault.jpg,480,360,D'KlakSon,none,2020-11-04T13:21:44Z
3EcFGYgtAao,2017-11-20T06:53:54Z,UCneuPNT1WGh_SU_TIE0DAIQ,GTA V MOD INDONESIA (21) - KERJA GOJEK DEMI SANG ISTRI 😍😍,whats up minna-san!! Yuk Bantu Subscribe sampai 250000 ya^^ udah lama banget ga mainin gta v mod indonesia. kali ini franklin kerja jadi gojek untuk ...,https://i.ytimg.com/vi/3EcFGYgtAao/default.jpg,120,90,https://i.ytimg.com/vi/3EcFGYgtAao/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3EcFGYgtAao/hqdefault.jpg,480,360,R Gamer Indonesia,none,2017-11-20T06:53:54Z
UrRwScM84w0,2020-08-05T10:58:34Z,UCQ1mr5sIb3AZ6aNpZFJwOcg,Gojek &quot;The flow&quot; Campaign Overview,"Gojek, Southeast Asia's leading on-demand multi-service platform has unveiled its first international marketing campaign. The campaign is built around Gojek's ...",https://i.ytimg.com/vi/UrRwScM84w0/default.jpg,120,90,https://i.ytimg.com/vi/UrRwScM84w0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/UrRwScM84w0/hqdefault.jpg,480,360,Gojek Vietnam,none,2020-08-05T10:58:34Z
tPu9rbDRW4o,2020-10-09T01:30:03Z,UCVn1GkE01gZAW5VF91XOGeg,#53 Chạy 7 ngày Gojek,Clip tổng hợp hiệu suất chạy 7 ngày sau khi cày lại app mới . Chúc anh em thành công. Có thắc mắc gì anh em để lại nhận xét bên dưới mình sẽ làm video ...,https://i.ytimg.com/vi/tPu9rbDRW4o/default.jpg,120,90,https://i.ytimg.com/vi/tPu9rbDRW4o/mqdefault.jpg,320,180,https://i.ytimg.com/vi/tPu9rbDRW4o/hqdefault.jpg,480,360,Tin Tin Driver Vlog,none,2020-10-09T01:30:03Z
vF6coveMo8o,2020-05-23T07:45:07Z,UCInaCbJrBYNhQRi0xC0wXgw,CARA MUDAH KIRIM BARANG DENGAN GOSEND APLIKASI GOJEK,"Kirim barang gk perlu ribet sangat mudah pakai aplikasi gojek yaitu gosend Simak video sampai selesai terima kasih Jangan lupa subscribe, like, coment and ...",https://i.ytimg.com/vi/vF6coveMo8o/default.jpg,120,90,https://i.ytimg.com/vi/vF6coveMo8o/mqdefault.jpg,320,180,https://i.ytimg.com/vi/vF6coveMo8o/hqdefault.jpg,480,360,Mawnet,none,2020-05-23T07:45:07Z
GX14v_eIk7U,2020-09-22T15:17:04Z,UCqUBA96OsqMgSFvTwLXY9yw,รีแบรนด์ Gojek ทั่วอาเซียน! ชน GRAB,ช่องทางติดตามสถานีข่าว TNN ช่อง16 https://www.tnnthailand.com https://www.youtube.com/tnnthailand/ https://www.facebook.com/TNNthailand/ ...,https://i.ytimg.com/vi/GX14v_eIk7U/default.jpg,120,90,https://i.ytimg.com/vi/GX14v_eIk7U/mqdefault.jpg,320,180,https://i.ytimg.com/vi/GX14v_eIk7U/hqdefault.jpg,480,360,TNN ONLINE,none,2020-09-22T15:17:04Z
Ttnju4Wq1BU,2019-09-23T08:46:15Z,UC9ULnkwvyofZ_sWrzRpyvrg,Suarakini : Adakah rakyat Malaysia bersetuju perlaksanaan GoJek?,"Gojek adalah kenderaan motorsikal untuk perkhidmatan penghantaran sama ada penumpang, makanan atau perniagaan kecil. Baru-baru ini menteri belia dan ...",https://i.ytimg.com/vi/Ttnju4Wq1BU/default.jpg,120,90,https://i.ytimg.com/vi/Ttnju4Wq1BU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Ttnju4Wq1BU/hqdefault.jpg,480,360,KiniTV,none,2019-09-23T08:46:15Z
ROMGMvz6Lcc,2020-09-06T12:00:10Z,UCVn1GkE01gZAW5VF91XOGeg,#51 Gojek - cách chạy 1 đơn GoBike,Gojekvietnam - Các bước cơ bản để hoàn thành 1 đơn hàng Gobike mong rằng video clip sẽ giúp ích cho anh em. Nếu anh em có thắc mắc gì để lại nhận xét ...,https://i.ytimg.com/vi/ROMGMvz6Lcc/default.jpg,120,90,https://i.ytimg.com/vi/ROMGMvz6Lcc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ROMGMvz6Lcc/hqdefault.jpg,480,360,Tin Tin Driver Vlog,none,2020-09-06T12:00:10Z
U1QKl4u3MmE,2019-01-21T09:45:18Z,UC0v9UVRwwte-QpVp1gv8C7g,David Saragih - Iklan GoJek,Jo dan Jek #gojekindonesia #gojek 2019.,https://i.ytimg.com/vi/U1QKl4u3MmE/default.jpg,120,90,https://i.ytimg.com/vi/U1QKl4u3MmE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/U1QKl4u3MmE/hqdefault.jpg,480,360,David Saragih,none,2019-01-21T09:45:18Z
MuUIfIOfDa0,2020-05-22T13:30:09Z,UCAErQVuHtx1DokPv8WF6Nyg,Ngày đầu chạy Gojek | Thu nhập của tài xế Goviet,"thu nhập của tài xế goviet, grabbike, beamin, vato, bee, thu nhap goviet, thu nhập goviet.",https://i.ytimg.com/vi/MuUIfIOfDa0/default.jpg,120,90,https://i.ytimg.com/vi/MuUIfIOfDa0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/MuUIfIOfDa0/hqdefault.jpg,480,360,5 Sao Vlogs,none,2020-05-22T13:30:09Z
2_1IHoqktwA,2020-10-24T04:29:56Z,UCtg1BOh8rwxAqbkeHPeYvPw,Cara Main Game Suwit di Gopay Gojek Bisa Dapat Jutaan,"Yang mau main & sama sama dapat bisa transfer ke nomor gopay 085260622962 & sama sama pilih kertas , yang amanah ya!! Cara Upgrade GOPAY ...",https://i.ytimg.com/vi/2_1IHoqktwA/default.jpg,120,90,https://i.ytimg.com/vi/2_1IHoqktwA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/2_1IHoqktwA/hqdefault.jpg,480,360,Romi Handika,none,2020-10-24T04:29:56Z
cXddNdTspXQ,2020-09-25T04:27:23Z,UCjeqtjhnBE66g2oJMX7zmoA,GOPARTNER GACOR TANPA DELAY | tips gojek,CARA PALING AMPUH ADALAH MERUBAH POLA PIKIR . #GOJEK #GOJEKGACOR #GOPARTNER gojek gacor 2020 gojek gacor food gojek gacor terbaru ...,https://i.ytimg.com/vi/cXddNdTspXQ/default.jpg,120,90,https://i.ytimg.com/vi/cXddNdTspXQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/cXddNdTspXQ/hqdefault.jpg,480,360,Miswan Talk,none,2020-09-25T04:27:23Z
RVXgaCdfxbQ,2020-08-31T03:00:22Z,UCGp8oGw8mT6BSl_L4KlvIZA,"Order Gojek, Go-Food, Gosend Buat Orang Lain Beda Daerah Untuk Versi Terbaru",OK kali ini saya akan kasih tau pengalaman saya ketika saya harus pesan Gojek untuk mengantarkan barang saya namun saya sedang tidak ada di rumah ...,https://i.ytimg.com/vi/RVXgaCdfxbQ/default.jpg,120,90,https://i.ytimg.com/vi/RVXgaCdfxbQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/RVXgaCdfxbQ/hqdefault.jpg,480,360,DG - Ragam Cara Sederhana,none,2020-08-31T03:00:22Z
enFWYieLlfw,2020-04-21T07:15:45Z,UCjyZpFvZlyAOSbOau30B3PA,Cara Setting Gps locker Agar Titik Akurat Untuk Gojek &amp; Grab Pemula by Amar part-2,Screenrecord by Xiaomi redmi 5 edit by yourcutvideo Grab Grab Indonesia grab Malaysia Gojek Indonesia Grabfood Gofood Gacor Gps locker Gps locker prime ...,https://i.ytimg.com/vi/enFWYieLlfw/default.jpg,120,90,https://i.ytimg.com/vi/enFWYieLlfw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/enFWYieLlfw/hqdefault.jpg,480,360,Amar ms,none,2020-04-21T07:15:45Z
QUOs65z5Zbg,2020-10-31T08:00:12Z,UCLn6Gn7QX3iLedzRpXSc2rA,Setting melancar kan orderan gojek gopartner tampa jeda,Masi seputaran cara mengatasi akun drver yg susa untuk mendapatkan orderan.,https://i.ytimg.com/vi/QUOs65z5Zbg/default.jpg,120,90,https://i.ytimg.com/vi/QUOs65z5Zbg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/QUOs65z5Zbg/hqdefault.jpg,480,360,Bobo online,none,2020-10-31T08:00:12Z
